t,MV,PV,DV
2.460000000000000000e+02,2.146362333379550691e+01,4.023400000000000176e+01,4.036299999999999955e+01
2.470000000000000000e+02,2.131426468837081956e+01,4.026700000000000301e+01,4.058899999999999864e+01
2.480000000000000000e+02,2.105486933657034854e+01,4.033100000000000307e+01,4.049199999999999733e+01
2.490000000000000000e+02,2.108826201829358737e+01,4.033100000000000307e+01,4.058899999999999864e+01
2.500000000000000000e+02,2.106177771119230613e+01,4.036299999999999955e+01,4.049199999999999733e+01
2.510000000000000000e+02,2.090119883177399984e+01,4.039600000000000080e+01,4.029899999999999949e+01
2.520000000000000000e+02,2.099957977361825101e+01,4.039600000000000080e+01,4.071800000000000352e+01
2.530000000000000000e+02,2.088678284835875587e+01,4.042799999999999727e+01,4.084700000000000131e+01
2.540000000000000000e+02,2.183345877492639531e+01,4.033100000000000307e+01,4.075000000000000000e+01
2.550000000000000000e+02,2.067501544013781611e+01,4.049199999999999733e+01,4.081400000000000006e+01
2.560000000000000000e+02,2.061334151731008291e+01,4.052400000000000091e+01,4.084700000000000131e+01
2.570000000000000000e+02,2.096956545501759095e+01,4.049199999999999733e+01,4.078199999999999648e+01
2.580000000000000000e+02,2.065536774898561134e+01,4.055700000000000216e+01,4.087899999999999778e+01
2.590000000000000000e+02,2.087051329510480002e+01,4.055700000000000216e+01,4.075000000000000000e+01
2.600000000000000000e+02,2.087655292909572324e+01,4.055700000000000216e+01,4.055700000000000216e+01
2.610000000000000000e+02,2.097364386837398342e+01,4.055700000000000216e+01,4.068599999999999994e+01
2.620000000000000000e+02,2.114425590822986933e+01,4.055700000000000216e+01,4.094299999999999784e+01
2.630000000000000000e+02,2.125925212571383582e+01,4.055700000000000216e+01,4.055700000000000216e+01
2.640000000000000000e+02,2.138213857399434659e+01,4.055700000000000216e+01,4.091100000000000136e+01
2.650000000000000000e+02,2.153640954846073186e+01,4.055700000000000216e+01,4.094299999999999784e+01
2.660000000000000000e+02,2.163454198650413574e+01,4.055700000000000216e+01,4.071800000000000352e+01
2.670000000000000000e+02,2.180713199420399206e+01,4.055700000000000216e+01,4.110399999999999920e+01
2.680000000000000000e+02,2.200204451036161046e+01,4.055700000000000216e+01,4.103999999999999915e+01
2.690000000000000000e+02,2.208806557659524827e+01,4.055700000000000216e+01,4.075000000000000000e+01
2.700000000000000000e+02,2.212704191641195095e+01,4.055700000000000216e+01,4.110399999999999920e+01
2.710000000000000000e+02,2.238123888339195133e+01,4.055700000000000216e+01,4.087899999999999778e+01
2.720000000000000000e+02,2.238646365519903725e+01,4.055700000000000216e+01,4.113700000000000045e+01
2.730000000000000000e+02,2.201483755965241329e+01,4.062100000000000222e+01,4.120100000000000051e+01
2.740000000000000000e+02,2.270009001307608543e+01,4.055700000000000216e+01,4.110399999999999920e+01
2.750000000000000000e+02,2.196728696627546285e+01,4.065299999999999869e+01,4.087899999999999778e+01
2.760000000000000000e+02,2.138748488648698398e+01,4.075000000000000000e+01,4.126599999999999824e+01
2.770000000000000000e+02,2.186694536671399902e+01,4.071800000000000352e+01,4.126599999999999824e+01
2.780000000000000000e+02,2.140262571868911579e+01,4.078199999999999648e+01,4.123299999999999699e+01
2.790000000000000000e+02,2.161932266420454596e+01,4.078199999999999648e+01,4.126599999999999824e+01
2.800000000000000000e+02,2.094322093795110007e+01,4.087899999999999778e+01,4.126599999999999824e+01
2.810000000000000000e+02,2.106991092656512166e+01,4.087899999999999778e+01,4.126599999999999824e+01
2.820000000000000000e+02,2.124863607352904538e+01,4.087899999999999778e+01,4.113700000000000045e+01
